id,name_ko,name_en,description,ingredients,category,spicy_level,image_url
295,도가니수육,Boiled Ox Knee,"An energy-boosting dish prepared by boiling ox knee bones, doganisuyuk is rich in calcium and good for children, seniors, and expecting mothers. It is served with a soy sauce-based dipping sauce.",,찜 [Jjim],,
296,도미찜,Steamed Sea Bream,"A descaled, scored, and salted snapper braised in a steamer and topped colorfully with beef, water parsley, mushroom, and egg garnish, domijjim is a delicacy that used to be served at the royal court.",,찜 [Jjim],,
297,동태찜,Braised Pollack,"To prepare this dish, cutdongtae (quick-frozen pollack) into piecesand braise with soy sauce mixed with green pepper and garlic. Add bean sprouts and water parsley and braise with seasoning of red chili pepper to add spiciness.",,찜 [Jjim],,
298,돼지등뼈찜,Brasied Pork Back-bone ,This dish is made by braising boiled pig backbone with various vegetables and a soy sauce-based seasoning. Pig backbones are affordable yet nutritious and tasty.,,찜 [Jjim],,
299,등갈비묵은지찜,Braised Pork Rib with Aged Kimchi,"For this dish, pig backbone is braised with mukeunji (aged kimchi). After being seasoned and simmered in broth, the mukeunji becomessoft and savory.",,찜 [Jjim],,
300,뚝배기계란찜,Steamed Egg Hot Pot,Eggs well beaten with salted shrimp and seasoned with salt and steamed in a hot pot. The beautiful color and soft texture of this dish are especially appealing to children and seniors.,,찜 [Jjim],,
301,매운갈비찜,Spicy Braised Short Ribs,"This dish of boiled pork or pork short ribs braised with gochujang (red chili paste) sauce, potato, carrot, and other vegetables is highly addictive.",,찜 [Jjim],,
302,매운닭찜,Spicy Braised Chicken,"A whole chicken cut into pieces and braised with glass noodles, potato, and carrot. Sufficient red chili powder, garlic, and Cheongyang chili pepper are used to give a spicy flavor to the dish.",,찜 [Jjim],,
303,머릿고기,Pork Head Meat,"This dish is made by boiling and pressing a pig’s head. More chewy than pressed pork meat, the pressed pig’s head is sliced and served with seasoned and salted shrimp sauce.",,찜 [Jjim],,
304,명태찜,Braised Pollack,"Myeongtae (fresh pollack) braised with bean sprouts and seasoned with a sauce thickened with starch. Myeongtae is one of the most common fish, which is why its offal, eggs, and meat are prepared and eaten in diverse ways.",,찜 [Jjim],,
305,묵은지두부찜,Braised Aged Kimchi and Bean Curd,"Aged kimchi and bean curd braised together. Bean curd is cut into bite-sized pieces, wrapped in aged kimchi, arranged neatly in a pot, and boiled.",,찜 [Jjim],,
306,묵은지찜,Braised Pork with Aged Kimchi,"This dish is made by boiling well-aged kimchi with sliced pork in a seasoned broth. After slow cooking, it becomes quite savory and tender.",,찜 [Jjim],,
307,민어찜,Steamed Croaker,"This dish features a whole croaker or croaker cut into pieces steamed and topped with garnish. As it reaches its peak in summer, croaker used to be eaten as an energy-boosting summer delicacy.",,찜 [Jjim],,
308,병어찜,Steamed Pomfret,"Pomfret steamed in a steamer and drizzled with soy sauce mixed with red chili pepper. It is also placed on sliced radish and braised with a sauce. As its meat is soft and lacks the usual fishy smell and taste, pomfret is a highly popular fish.",,찜 [Jjim],,
309,보쌈,Kimchi Wraps with Pork,Boiled pork wrapped in cabbage leaves with a spicy relish made of sliced radish. The meat may also be dipped in salted shrimp sauce and wrapped in cabbage or bossamkimchi.,,찜 [Jjim],,
310,북어찜,Steamed Dried Pollack,"For this dish, soak dried pollack in water until it becomes tender and squeeze to remove any excess moisture. Cut the pollack into pieces and braise in soy sauce and other seasonings.Sliced beef is sometimes added as well.",,찜 [Jjim],,
311,소갈비찜,Braised Beef Short Ribs,"This is beef short ribs boiled until tender and braised with radish, shiitake mushroom, carrot, and chestnuts in soy sauce. It is a main dish for special occasions, such as Chuseok (Korean Thanksgiving), New Year’s Day, and parties.",,찜 [Jjim],,
312,소꼬리찜,Braised Oxtail ,"Oxtail consists of several knuckles, and when simmered, its collagen turns into gelatin, which is known to be great for the skin. After simmering for a long period of time, the seasoned oxtail will become soft yet chewy.",,찜 [Jjim],,
313,소머리수육,Boiled Beef Head Meat,"For this dish, a cooked cow's head is cut into thin slices and served with a sauce. It is sometimes accompanied by salted shrimp to aid digestion.",,찜 [Jjim],,
314,수육,Boiled Beef Slices / Boiled Pork Slices,"Boiled beef or pork cut into thin slices. Beef suyuk is served with a soy vinaigrette sauce, while pork suyuk is served with a salted shrimp dipping sauce.",,찜 [Jjim],,
315,순대,Blood Sausage,"Pork intestines stuffed with glass noodles, vegetables, sweet rice, coagulated pig's blood (seonji) and steamed. Variations include Ojingeosundae (stuffed squid) and chapssal sundae (sweet rice sundae). This Korean blood sausage also comes in regional variations such as Byeongcheon or Abai Blood Sausage.",,찜 [Jjim],,
316,아귀찜,Braised Spicy Monkfish,Monkfish braised in a spicy sauce with bean sprout and Korean parsley. This is a delicacy of chewy monkfish and crispy vegetables prepared in perfect harmony.,,찜 [Jjim],,
317,아바이순대,Abai Blood Sausage,"This dish is made by stuffing pork intestines with glass noodles, vegetables, sweet rice, and coagulated pig’s blood (seonji) and steaming. Abai Blood Sausage is filling enough to be eaten as a meal. The word abai comes from the dialect of Hamgyeong Province.",,찜 [Jjim],,
318,안동찜닭,Andong Braised Chicken,"To make this dish, chicken is cut into pieces and braised with carrot, potato, and other vegetables, along with a soy sauce-based seasoning. Glass noodles can be added according to one’s taste. This dish originated in Andong, North Gyeongsang Province, thus the name “Andong Jjimdak.”",,찜 [Jjim],,
319,오리백숙,Whole Duck Soup,"This dish is a high-energy food made with a whole duck boiled with milk vetch root, chestnuts, ginseng, and jujubes. The stock can also be used to make a delicious porridge by boiling glutinous rice with chopped carrot and onion.",,찜 [Jjim],,
320,오이선,Stuffed Cucumber,"Oiseon is an ideal appetizer due to its crispy texture and fancy appearance. Lightly salted cucumbers are scored and stuffed with sautéed beef, mushrooms, and egg garnish and dressed with a tangy vinaigrette sauce.",,찜 [Jjim],,
321,오징어순대,Stuffed Squid,"For this dish, clean the squid, remove the innards, fill with chopped green and red chili, glutinous rice, tofu, and bean sprouts and steam. Slice the stuffed squid and serve with soy vinaigrette sauce. Rich in taurine, squid helps relieve fatigue.",,찜 [Jjim],,
322,전복갈비찜,Braised Short Ribs and Abalone,"Made by braising cleaned beef short ribs with abalone, carrot, chestnuts, and gingko nuts in soy sauce, this dish is a delicacy eaten on special occasions.",,찜 [Jjim],,
323,조기찜,Steamed Yellow Croaker,"Salted yellow croaker topped with minced garlic, julienned green onion, red chili powder, and sesame seeds and steamed in a steamer. The salty taste and chewy texture of the dish go well with rice.",,찜 [Jjim],,
324,족발,Braised Pigs' Feet,Pig’s feet glazed in a soy sauce with ginger and garlic. Served off the bone and thinly sliced. The high gelatin content of jokbal helps to maintain a healthy and youthful complexion.,,찜 [Jjim],,
325,찜닭,Braised Chicken,"Here, chicken is cut into pieces and braised with vegetables, seasoning, and glass noodles. Originating in Andong, North Gyeongsang Province, jjimdak is popular as a side dish and a snack, with our without alcoholic beverages.",,찜 [Jjim],,
326,참꼬막찜,Steamed Cockles,"This dish is prepared by placing cleaned and parboiled cockles in a bowl with the top shells removed and drizzling them with a sauce. Among the various kinds of cockles, true cockle is considered to be the best due to its chewy texture and savory taste.",,찜 [Jjim],,
327,코다리찜,Braised Half-dried Pollack,"This dish features kodari, or half-dried pollack, seasoned with gochujang or soy sauce and braised with radish chunks. The result is wonderfully chewy. The sauce is also used to make a rice stir-fry.",,찜 [Jjim],,
328,편육,Cold Pork Slices,"A pig's head boiled with condiment vegetables, such as green onion and garlic, to get rid of the meat smell, and then wrapped in a cotton cloth and pressed with a heavy weight. Thinly sliced, layered in a circle on a plate, and served with salted shrimp.",,찜 [Jjim],,
329,한방오리백숙,Whole Duck Soup with Medicinal Herbs,"This is a high-energy food made by boiling a whole duck with medicinal herbs, such as milk vetch root, ginseng, and garlic. High in unsaturated fatty acids, it is an ideal dish for weight loss.",,찜 [Jjim],,
330,한방오리찜,Steamed Whole Duck with Medical Herbs,"This is a cleaned whole duck steamed with kalopanax, eleuthero, and medicinal herbs in water. Popular as a summer delicacy, this dish is characterized by its deep flavor and soft yet chewy meat, achieved by allowing it to simmer slowly over a long period of time.",,찜 [Jjim],,
331,해물찜,Spicy Braised Seafood,"Fresh shrimp, squid, crab, fish, clam, and other seasonal catches cooked with soybean sprouts and Korean parsley in a thick spicy sauce.",,찜 [Jjim],,
332,홍어삼합,"Skate, Pork, and Kimchi Combo","Fermented skate, boiled pork, and well-aged kimchi sliced and served together. The pungent taste of the fermented skate tends to stimulate one’s appetite. Maggeolli (unrefined rice wine) goes well with this combo dish.",,찜 [Jjim],,
333,홍어찜,Steamed Skate,"This dish features fresh or slightly dried skate steamed and drizzled with a soy sauce-based sauce. Skate can be eaten raw, but it is often packed in an earthen pot with straw and left to ferment in order to give it a strong taste.",,찜 [Jjim],,
334,황기닭백숙,Whole Chicken Soup with Milk Vetch Roots,"Milk vetch roots grow in mountainous regions and are often used as an alternative to ginseng. This dish, chicken boiled with milk vetch roots in water without any seasoning, is popular in Korea for those looking for an energy boost.",,찜 [Jjim],,
335,황기족발,Braised Pigs' Feet with Milk Vetch Root ,"This dish features pigs’ feet boiled with milk vetch root and braised with a sauce.The hot-natured milk vetch root and cold-natured pork make an excellent match, and salted shrimp is said to aid in the digestion of pork.",,찜 [Jjim],,
336,황태찜,Braised Dried Pollack,"Presoaked hwangtae (dried pollack) braised with a soy sauce-based sauce or a gochujang (red chili paste)-based sauce, hwangtaejjim is characterized by the chewy texture of the fish meat and spicy yet savory sauce.",,찜 [Jjim],,
337,훈제오리보쌈,Kimchi Wraps with Pork and Smoked Duck,Oak smoked duck wrapped in salted Korean cabbage leaves or leafy vegetables with boiled pork and julienned radish seasoned with red chili powder.,,찜 [Jjim],,
338,가지볶음,Stir-fried Eggplant ,"Lightly salted eggplant stir-fried with minced green onion, garlic, and soy sauce. This is a nutritious and vitamin-rich side dish that is easy to make and great for overcoming fatigue.",,볶음 [Bokkeum],,
339,감자볶음,Stir-fried Potatoes," Potatoes are sometimes referred to as “underground apples,” because they are rich in vitamin C and low in calories. For this dish, julienned potatoes are seasoned with salt and stir-fried with onions.",,볶음 [Bokkeum],,
